id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
1624,Unit 2 that works must use charging card to access the charger.,1,0,0,0,0,1,0,0
1625,"On 12 / 10 / 14, I used one of the chargers to give me a boost to get me home. In the fifteen minutes I was there, it worked well. Both chargers were illuminated as if they were working well.",1,1,0,0,0,0,0,0
1626,,0,0,1,0,0,0,0,0
1627,"The ABB EVSE touchscreen does not work, but when you plug in the cable, the charger is activated and you can wipe with your RFID to start charging...",1,0,0,0,0,0,0,0
1628,"These northern ones are NCTC, the southern ones are not. Plugshare has it backwards.",1,0,0,0,0,0,0,0
1629,Robin. Yum.,0,0,0,0,0,1,0,0
1630,The first charger I used had some trouble working reliably. I switched to another charger and it worked fine. I get 310 + km / h. There were a few other Tesla charging stations at 2a. That's Los Angeles for you.,1,0,1,0,0,1,1,1
1631,Thanks Crevier BMW!,0,0,0,0,0,0,0,1
1632,"I was surprised to read that Linn Benton had a ""Nissan DCQC."" I went to the garage myself this morning and found no evidence of an L3 charger. Only the three L2.",1,0,0,0,0,1,0,0
1633,QC & L2 work great,1,0,0,0,0,0,0,0
1634,"To the Volt, which was fully charged: I plugged you out, thanks!:) - but your alarm clock went off: (- Pro tip: If you use public charging stations, please turn off the ""Alarm on"" setting in your Volt. Thanks!",0,0,0,0,1,0,0,0
1635,Great place. Works great for the Chademo. Straight in and do right.,1,0,0,0,0,1,0,0
1636,"Two places on the side of the building, and both were blocked by ICE vehicles. After 15 minutes, both vehicles were still blocked, so I left without charge, but spoke to the manager of the problem. Hopefully, something will be done or these stations will be useless for advance planning.",0,0,1,0,1,1,0,0
1637,These guys rock. Totally cool when I storm in a pinch for the night. Happy Tesla service shows up in a Ford F-150!,0,0,0,0,0,1,0,0
1638,On the fast charger,1,0,0,0,1,0,0,0
1639,Near the entrance to the AMC Theater,0,0,0,0,0,1,0,0
1640,Very good place to charge. One is considering a Tesla HPWC on the same 150 AMP circuit breaker. (NEMA 14-50 still only 40 amps) Keep people informed.,0,0,0,0,0,1,1,1
1641,"wanted to plug in an hour ago, but both chargers are taken",0,0,1,0,0,0,0,0
1642,QC and L2 out of service,1,0,0,0,0,0,0,0
1643,Blink and recharge,1,0,0,0,0,0,0,0
1644,"Gee would bring me home, I hope they change hours and lay cord for at least one!",1,1,1,0,0,1,0,0
1645,This charger was installed by Backcountry.com because there are several employees with electric vehicles. The charger is often busy during business hours. In the evenings and weekends it is not so safe. For the i3 it is definitely not charged at full 7.7. I guess it is closer to a 15A charger.,0,0,1,0,0,0,1,0
1646,I have a Volt and have been asked not to turn on.,0,0,0,0,0,1,0,1
1647,DC quick charger works fine (L3),1,0,0,0,0,0,0,0
1648,Says it can be 69 amps,0,0,0,0,0,0,1,0
1649,none available,0,0,1,0,0,0,0,0
1650,An Okay at 215.,1,0,0,0,0,0,0,0
1651,Tents here for a weekend and the owners did everything they could to provide me with a motorhome stand and a campsite. Very pleasant.,0,0,0,0,0,1,0,0
1652,"Peak charging power: 30 Ampere, 240 Volt",1,0,0,0,0,0,0,0
1653,Free Arlington Nissan charger to be broadcast,1,0,0,1,0,0,0,1
1654,"You need to call a phone number, put it on hold and put your card number in an automated system after you've spoken to a person. Hopefully it's better for me to sign up for their card.",1,0,0,0,1,0,0,0
1655,"Are you there right now, as if 12 o'clock was still open?",0,0,0,0,1,1,0,0
1656,Travel at 144A and 387V. Approx. 196 miles per hour,1,0,0,0,0,0,1,0
1657,No one else here! This is unusual. Fast-charging.,0,0,1,0,0,0,0,0
1658,"Make sure you can recharge. You did not connect my Volt, which I rented from BioKäfer, automatically.",0,0,0,0,1,0,0,0
1659,No card reader,1,0,0,0,0,0,0,0
1660,Testing of the EL charge network. Also an echo of Ben: left DC still does not recognize a nebula trailer.,1,0,0,0,0,0,0,0
1661,"No problem here, thanks to a million town of Covina. Encouraging to explore the picturesque downtown as I head out.",1,0,0,0,0,1,0,0
1662,Completely offline for both combo and chademo.,1,0,0,0,0,0,0,0
1663,Charging now with ccs. 4 kWh so far in 6 minutes.,0,0,0,0,0,0,1,0
1664,Charger inside the locked gate. Available only during business hours.,0,0,0,0,0,1,0,0
1665,"But a salesman saw my bemused look and quickly asked me, pointed me to the 220 charger and plugged me in. Nissan staff are great.",1,0,1,0,0,0,0,1
1666,"Charged on Tesla chrgr in the restaurant. Good food too. Tavern is also really nice, comparable to a modern hotel.",1,0,0,0,0,1,0,1
1667,"Peak charging power: 30 Ampere, 240 Volt",1,0,0,0,0,0,0,0
1668,We will be here for about an hour: -),0,0,0,0,1,0,0,0
1669,"Solo charger, worked flawlessly.",1,0,0,0,0,0,0,0
1670,Simply call the company or send an e-mail if it is broken.,0,0,0,0,1,0,0,0
1671,With charging point card activate. charging point application said that it is free here. Open to the public. No obstacle to isolate oneself. It is hot due to the open space.,1,0,0,1,0,1,0,0
1672,"The DC Fast Charge is free and does not blink. No card required, but you do have to pay for parking, which can be wasteful.",1,0,0,1,0,0,0,0
1673,Would not charge my Chevy Spark. The screen kept saying charging errors and disconnected.,1,0,0,0,0,0,0,0
1674,Nice talk with the LEAF owner!,0,0,0,0,1,0,0,1
1675,Another RAV 4 EV is here.,0,0,1,0,0,0,0,1
1676,"Although it is free, it requires a credit card or charging card to start it.",0,0,0,1,0,0,0,0
1677,Nice down in the parking garage,0,0,0,0,0,1,0,0
1678,"Charged at the charger with 208 volts, 30 amps.",1,0,0,0,0,0,1,0
1679,"Left side is still not operational, although it seems to be a month ago",1,0,0,0,0,0,0,0
1680,"free of charge, no flashing card required. Available 24 hours a day.",0,0,0,1,0,1,0,0
1681,Great place to recharge. Great food too.,0,0,0,0,0,1,0,0
1682,DC fast charger is defective only level 2 works,1,0,0,0,0,0,0,0
1683,Easy to find!,0,0,0,0,0,1,0,0
1684,"Yiches, I understand range anxiety now. I wondered if I would make it. I am so glad that this site has both a Level 2 charger and a DC fast charger.",1,1,0,0,0,0,1,0
1685,"Put in a silver leaf before I leave, I don't know how long she'll be there.",0,0,0,0,1,0,0,0
1686,5 here count us,0,0,1,0,0,0,0,0
1687,with a bite on panera. 2 available places an ice cream.,0,0,1,0,0,0,0,0
1688,Friendly staff. Thank you,0,0,0,0,0,1,0,0
1689,"The device was off when I arrived here, but there is an on / off switch on the right side of the device. There is a cinema a block away and a good pizza / wing place. You might want to plan to go to one of these places to waste time because 15 amps are pretty slow. I get 11 miles per hour in my Rav EV.",0,0,0,0,0,1,1,1
1690,"I refuelled there at the weekend. Very slow loading (with less than 20A), but it was free and it is a nice place to park on an otherwise very busy place.",0,0,0,1,0,1,1,0
1691,Both CFCs are still in descent; a restart did not help.,1,0,0,0,0,0,0,0
1692,"Yesterday and today, app said that there was an empty space (yesterday it said all 3 were), but none is. I was forced to pay $12 to park and charge $2.40 per hour. Moreover, not fair. Blink heard about it yesterday, today site still occupied by black sheet is at least marked unavailable.",0,0,1,1,0,0,0,1
1693,"DC fast charging works. Reserved parking for EV; need to park closer to the station because the cable is short. Otherwise, it works great! Thank you.",1,0,0,0,1,1,0,0
1694,Thanks Woodlake...,0,0,0,0,0,1,0,0
1695,"Does not work. Tagged with ""Danger"" tag.",1,0,0,0,0,0,0,0
1696,2 stations 1 working 1 defective,1,0,1,0,0,0,0,0
1697,It looks as if the amperage is 30 amperes again. YEAR,1,0,0,0,0,0,0,0
1698,"I have repaired the broken handle on this charger, which is now a little less scary. It charges quickly and is cheaper than Blinkplaner oops I my chargers! Your cordial welcome.",1,0,0,0,0,0,0,0
1699,"4 chargers, only one iced. 30 Ampere. Free",0,0,1,1,0,0,1,0
1700,The dealer is currently repairing the fast charging station.,1,0,0,0,0,0,0,1
1701,"The system was activated today and is working fine. Thank you for your patience. Tony D'Onofrio, Town and Country Markets.",1,0,0,0,0,1,0,0
1702,The device is not turned on. ChargePoint could not help by phone.,1,0,0,0,0,0,0,0
1703,"One of the transmitters is on, but does not seem to react.",1,0,0,0,0,0,0,0
1704,CHADEMO has the error code CE110. It is called Chargepoint and someone is sent to look at it.,1,0,0,0,0,0,0,0
1705,Both touchscreens are still smashed. can trigger charging of Blink app,1,0,0,0,0,0,0,0
1706,"Unfortunately, the rich screen was unusable. I called eVgo and they started charging remotely. A ticket for a technician was opened to repair the touch screen functions _ x1f44d _ _ x1f3fb _",1,0,0,0,0,0,0,0
1707,"Yiches, I understand range anxiety now. I wondered if I would make it. I am so glad that this site has both a Level 2 charger and a DC fast charger.",1,1,1,0,0,0,0,0
1708,Oh thank God. Free fast charging in the Chargepoint network. I was on 10%.,0,1,0,1,0,0,1,0
1709,"Free charger for another month, which is then converted to a chargeable system via nrgevgo.Com",0,0,0,1,0,0,0,0
1710,"After I asked AV to restart, QC did a great job.",1,0,0,0,0,0,0,0
1711,Came 70 miles from Rochdale. GOM still showed 37 miles when I arrived here. Brattleboro next.,0,1,0,0,0,1,0,0
1712,worked great,1,0,0,0,0,0,0,0
1713,Drive from Acworth to Jasper and back. Recharge before returning.,0,1,0,0,0,0,0,0
1714,"The Public J1772 (32 Ampere) works great, the blue ""EV"" signs take you to the left after you have passed through the entrance gate, and then to the left after you have passed the exit.",1,0,0,0,1,1,0,0
1715,Fast charging,1,0,0,0,0,0,1,0
1716,Clean RV park with nice owners who were happy to help with a trip from Houston to Corpus Christi and back. There was no problem finding a place where you could charge on a 14-50 socket. Definitely recommended.,0,1,0,0,0,1,1,0
1717,Fiat 500e loves these LA County Public Works! I hope they keep them for free.,0,0,0,1,0,1,0,1
1718,"Charged at 32 V, but triggered the fuse every 20-30 minutes and stayed only for half the charge before giving up.",1,0,0,0,0,0,1,0
1719,"These charging stations no longer only have to register for a GE Wattstation account... but now also have to be connected to PayPal (although these stations are listed as ""free"").",0,0,0,1,0,0,0,0
1720,Chargers near lifts on the 4th and 5th levels of the parking decks,0,0,0,0,0,1,0,0
1721,Level 2 is offline. Someone is using the fast charger.,1,0,1,0,0,0,0,0
1722,"I used this station on my way south from South Burlington to Tinmouth for SolarFest. Excellent charging speed... about 30 miles range per hour added. Apparently, the LEAF would have made it to SolarFest here without the extra charge... I charged up at @ SolarFest, drove the 77 miles straight home and still had just under 40% charge on the battery!!:) Thank you Castleton for making this range test possible!",1,1,0,0,0,0,1,1
1723,Free fast charger works fine. On the way to Six Flags Magic Mountain next.,1,0,0,1,0,0,0,0
1724,Tried charging and it looks as if an RFID card is needed. Chargers detected car was connected but would not charge. Tried 2 chargers with the same result.,1,0,0,0,0,0,0,0
1725,Only stage 2 works,1,0,0,0,0,0,0,0
1726,"2 chargers, but only room for one car. Had to use my charging card",0,0,1,0,0,0,0,0
1727,A short stop to add a few miles.,0,0,0,0,0,1,0,0
1728,Visible from the street - specified address is now correct,0,0,0,0,0,1,0,0
1729,Who knows if these chargers exist?,0,0,0,0,1,0,0,0
1730,The chargers are located at the back of the building next to the egees. 4 cents per minute or $2.40 per hour is not worth it in my opinion.,0,0,0,1,0,0,0,0
1731,"Worked earlier today, but is not working now. If I receive an error code 41 and my car tells me that there is a communication failure with the charger.",1,0,0,0,0,0,0,0
1732,"One unit is still out of service, the other is occupied by volts",1,0,0,0,0,0,0,1
1733,,1,0,0,0,0,0,0,0
1734,there are now 2 eaton units hete. 1 inside the gated area and 1 outside the gate. they deliver full 6 kW power.,1,0,0,0,0,1,1,0
1735,could not charge on L 3 error message on the wild boar dMoved on L2,1,0,0,0,0,0,0,0
1736,"says Auto asking for too much power, the same message I get in Atwater. Blatt before me also had problems. A technician went to fetch fuses for the stand-alone Chademo.",1,0,0,0,0,0,0,0
1737,"There is a Nissan Leaf. Red. Looks fully charged and looks like the plug has been turned on. Unfortunately, her only charger in this whole shopping center.",0,0,1,0,0,0,0,0
1738,Poor connection. Says insulation fault. Others seem to be able to charge the i3 recently. Hopefully it's not my car. This DCFC is the only one where it doesn't work.,1,0,0,0,0,0,0,1
1739,"GPS took us to the scene. Charge our 85D for free with two chargers at 89 MPH. You need a Chargrpoint map. Perfect timing, we arrived just as a Leaf finished charging.",0,0,0,1,0,1,1,1
1740,"This is not a Clark charger and is therefore free of charge! It is located in a side street, so probably accessible around the clock. Charging is currently working great. Thank you, National Grid!",1,0,0,1,0,1,0,0
1741,Totally snowed in: (,0,0,0,0,0,1,0,0
1742,Thank you.,0,0,0,0,0,0,0,0
1743,rolled up with only 15 miles to spare!,0,1,0,0,0,0,0,0
1744,Hopefully the person in front of us doesn't care that we pull them off as soon as the charger is turned off. I suspect they're looking for a place because it's hot out here!,0,0,0,0,1,0,0,0
1745,"Clipper Creek chargers that charge great, lucky to find a place, another place that was occupied by a Volt.",1,0,1,0,0,0,0,1
1746,I wish someone would install a CHADeMO QC here for us little boys: ~),1,0,0,0,0,0,0,0
1747,Do they connect to BMW or are others allowed to use them?,0,0,0,0,1,0,0,1
1748,"Seems to work, but busy",0,0,1,0,0,0,0,0
1749,RV 50 works!,1,0,0,0,0,0,0,0
1750,l luv this place. they got every nearbythank carl'jr. You guy at best. ev rav4,0,0,0,0,0,1,0,1
1751,could not find any plugs... all floors checked... removed?,0,0,0,0,1,1,0,0
